Date,Day of the Week,Loadshedding Stage,Energy Consumption (MWh),Temperature (°C),Humidity (%),GDP Growth Rate (%),Population,PV Penetration (%),EV Penetration (Number),Is Holiday
2021-05-29,Saturday,4,13095.0,12.578162191336638,48.30163239889767,1.09,60079702,1.7,750,False
2021-05-30,Sunday,2,13771.589222187531,17.504245412190915,40.269307882767535,0.87,60079702,1.7,750,False
2021-05-31,Monday,4,18284.267600452175,13.173086853453086,50.066898108093085,0.88,60079702,1.7,750,False
2021-06-01,Tuesday,0,23178.745436170077,13.511857765554112,38.06824542211403,0.97,60079702,1.7,750,False
2021-06-02,Wednesday,3,21778.803842992966,8.964474762154282,30.719405613118248,0.83,60079702,1.7,750,False
2021-06-03,Thursday,4,20766.778501246845,8.684070650735528,37.66623040137526,1.18,60079702,1.7,750,False
2021-06-04,Friday,2,22116.23877636745,12.105842188048724,29.641997569949524,1.0,60079702,1.7,750,False
2021-06-05,Saturday,0,16129.3435195696,6.3520508954356085,20.16802071214609,1.15,60079702,1.7,750,False
2021-06-06,Sunday,0,16229.70277625598,4.286948883193033,33.0638751526695,0.96,60079702,1.7,750,False
2021-06-07,Monday,2,22517.858625356308,11.01905096567171,21.08110858225311,0.91,60079702,1.7,750,False
2021-06-08,Tuesday,6,20585.120413723347,10.699033081195328,27.330491787199957,0.84,60079702,1.7,750,False
2021-06-09,Wednesday,6,20963.367282764266,11.700809163394048,30.484337670863425,1.1,60079702,1.7,750,False
2021-06-10,Thursday,2,21094.992877034958,6.217475197853817,21.527535281182388,1.02,60079702,1.7,750,False
2021-06-11,Friday,1,22482.288494837594,8.461454142571432,32.19437483992151,0.9,60079702,1.7,750,False
2021-06-12,Saturday,3,16265.767652101356,5.278819346068867,20.366870175747035,1.15,60079702,1.7,750,False
2021-06-13,Sunday,6,15001.694566143246,10.170522178149245,26.631352998248907,0.88,60079702,1.7,750,False
2021-06-14,Monday,6,21189.040352724394,7.788244229060415,29.849999746510086,0.89,60079702,1.7,750,False
2021-06-15,Tuesday,0,22580.14382936961,12.757455344683773,26.813784615834024,1.12,60079702,1.7,750,False
2021-06-16,Wednesday,0,14114.416753311703,9.608738724563084,38.104328652947174,1.12,60079702,1.7,750,True
2021-06-17,Thursday,3,20903.75114029343,9.54558838472865,22.167142809677983,0.81,60079702,1.7,750,False
2021-06-18,Friday,0,22666.229162448577,5.111067339559078,27.144992340689555,0.96,60079702,1.7,750,False
2021-06-19,Saturday,6,14791.210327322991,11.027778396076826,27.838547454860326,1.08,60079702,1.7,750,False
2021-06-20,Sunday,3,15792.015999971265,10.884205790542172,22.141600222364154,0.82,60079702,1.7,750,False
2021-06-21,Monday,6,21420.49308591592,11.508741879921013,24.9879813863828,0.84,60079702,1.7,750,False
2021-06-22,Tuesday,5,20159.136335597872,12.108000543235327,22.73277901516566,0.99,60079702,1.7,750,False
2021-06-23,Wednesday,0,21647.04571414058,4.858122527727076,25.776215910083504,0.95,60079702,1.7,750,False
2021-06-24,Thursday,2,22959.459166274173,8.786546198356618,23.84061590448124,0.81,60079702,1.7,750,False
2021-06-25,Friday,6,21570.557407893546,10.801766308486126,27.51437458898583,1.09,60079702,1.7,750,False
2021-06-26,Saturday,0,16676.893318923252,5.26967134543058,32.798857584180624,0.95,60079702,1.7,750,False
2021-06-27,Sunday,3,16163.483831270338,6.772655782446268,23.38338483109312,0.81,60079702,1.7,750,False
2021-06-28,Monday,5,20950.44548102952,10.597655786094943,38.72217642809997,1.07,60079702,1.7,750,False
2021-06-29,Tuesday,2,21305.253234702468,5.775735977064527,39.02940429949084,1.15,60079702,1.7,750,False
2021-06-30,Wednesday,4,21699.415421698566,7.815260265019218,32.13420740168728,1.04,60079702,1.7,750,False
2021-07-01,Thursday,5,21889.411089477053,10.891910217751356,25.33516099081153,0.8,60079702,1.7,750,False
2021-07-02,Friday,5,20137.396216216566,7.90021884680365,20.027000084313997,1.06,60079702,1.7,750,False
2021-07-03,Saturday,1,16406.3749093281,4.499318059777242,27.619938607991788,1.06,60079702,1.7,750,False
2021-07-04,Sunday,1,16843.789057367114,5.499959504594724,27.171352828935717,1.1,60079702,1.7,750,False
2021-07-05,Monday,3,21470.460544353973,11.769684955472869,21.300390847517924,1.08,60079702,1.7,750,False
2021-07-06,Tuesday,2,21993.914973807467,12.202796278423254,37.6854988767694,1.0,60079702,1.7,750,False
2021-07-07,Wednesday,0,22016.862767822215,12.187952403055458,25.62622877075001,1.13,60079702,1.7,750,False
2021-07-08,Thursday,0,22477.86503646744,10.353450940744974,34.98756798958695,0.8,60079702,1.7,750,False
2021-07-09,Friday,6,21424.764753481046,6.295996311250892,37.5005687613251,1.0,60079702,1.7,750,False
2021-07-10,Saturday,0,16225.198608064085,11.57956894322219,26.18931357754462,1.14,60079702,1.7,750,False
2021-07-11,Sunday,5,14835.713944558785,12.314660930411923,37.19609190152168,0.82,60079702,1.7,750,False
2021-07-12,Monday,2,22832.268261840665,11.542630728063621,37.716074009142915,0.87,60079702,1.7,750,False
2021-07-13,Tuesday,3,22305.07300514315,9.789419320362997,24.23419757590912,1.06,60079702,1.7,750,False
2021-07-14,Wednesday,2,22787.722713412302,4.521571457305601,21.05194927556307,0.86,60079702,1.7,750,False
2021-07-15,Thursday,6,20730.40333202359,7.504840318123958,26.06104962658021,1.2,60079702,1.7,750,False
2021-07-16,Friday,4,20430.815143523527,4.716114123194036,23.432768796862455,1.11,60079702,1.7,750,False
2021-07-17,Saturday,2,16133.746139580968,4.860020770880712,38.397464147360665,1.2,60079702,1.7,750,False
2021-07-18,Sunday,3,15926.349318708955,10.334384636336715,26.83124390803868,1.1,60079702,1.7,750,False
2021-07-19,Monday,4,20816.6865975809,4.192068821987569,27.16617625433017,1.14,60079702,1.7,750,False
2021-07-20,Tuesday,3,21715.29787957554,4.580922142413611,26.367054807310193,1.17,60079702,1.7,750,False
2021-07-21,Wednesday,5,21317.09172288738,4.073651027619105,31.81370702273803,1.19,60079702,1.7,750,False
2021-07-22,Thursday,2,22050.331437045363,6.997895521831325,26.671555779643377,0.88,60079702,1.7,750,False
2021-07-23,Friday,6,20660.7930840931,9.384690943735412,28.28831518065433,1.16,60079702,1.7,750,False
2021-07-24,Saturday,5,15598.289129056917,14.143306069560262,25.985647693251856,0.83,60079702,1.7,750,False
2021-07-25,Sunday,3,15877.386453653275,12.435947478163486,29.878991828329582,0.95,60079702,1.7,750,False
2021-07-26,Monday,5,20960.915414864587,6.605089629372526,21.52839600437822,1.05,60079702,1.7,750,False
2021-07-27,Tuesday,1,22901.329820266736,10.985809083769194,26.680851358031923,0.87,60079702,1.7,750,False
2021-07-28,Wednesday,4,20521.342089309364,14.630137166145685,26.815579042630073,1.03,60079702,1.7,750,False
2021-07-29,Thursday,4,20847.398201123517,10.720954940908632,34.58818916534982,0.98,60079702,1.7,750,False
2021-07-30,Friday,2,21391.418790496144,11.926432404391988,25.66360499015497,0.85,60079702,1.7,750,False
2021-07-31,Saturday,6,15236.289642601563,14.084930276210759,39.383539357684796,0.9,60079702,1.7,750,False
2021-08-01,Sunday,4,15630.080299599493,4.01948139567927,29.388525770096255,0.97,60079702,1.7,750,False
2021-08-02,Monday,1,22678.883350032862,12.826816672431773,36.52867626339554,1.1,60079702,1.7,750,False
2021-08-03,Tuesday,5,20977.71437060983,13.464223649921022,21.662901647781705,1.02,60079702,1.7,750,False
2021-08-04,Wednesday,6,20115.849112157975,6.9348204537197145,35.44514921702942,1.2,60079702,1.7,750,False
2021-08-05,Thursday,4,21378.499528528966,13.307722839161963,32.773148888841554,1.11,60079702,1.7,750,False
2021-08-06,Friday,1,21689.171733972642,6.747958096658984,27.36853796168229,0.89,60079702,1.7,750,False
2021-08-07,Saturday,1,16535.64362399775,8.08709968925345,36.57368206117417,1.17,60079702,1.7,750,False
2021-08-08,Sunday,3,16078.103497386597,6.553863955853918,25.961224449594518,1.06,60079702,1.7,750,False
2021-08-09,Monday,5,14114.416753311703,14.496204040043848,20.901665607257545,0.83,60079702,1.7,750,True
2021-08-10,Tuesday,2,21308.66864785591,4.407448857168455,32.1095072019283,1.05,60079702,1.7,750,False
2021-08-11,Wednesday,2,22671.1711672983,6.177602314033913,20.598366556119004,1.18,60079702,1.7,750,False
2021-08-12,Thursday,5,20682.925557892657,12.716227994267413,21.145680779814263,1.0,60079702,1.7,750,False
2021-08-13,Friday,2,23001.271656025732,7.655078517715621,21.380563279319947,1.1,60079702,1.7,750,False
2021-08-14,Saturday,4,15060.656737625595,8.409284380093924,31.531042752901577,0.96,60079702,1.7,750,False
2021-08-15,Sunday,6,14504.99869195534,8.904787313843297,35.59092919640827,0.83,60079702,1.7,750,False
2021-08-16,Monday,6,21565.30669349714,14.940158555995936,21.913565301059627,1.18,60079702,1.7,750,False
2021-08-17,Tuesday,5,21850.065075826027,7.310984781564316,27.160166338458772,1.05,60079702,1.7,750,False
2021-08-18,Wednesday,3,22459.404358321968,7.164391410379547,22.670809128925796,1.06,60079702,1.7,750,False
2021-08-19,Thursday,3,22006.414163412795,10.550168239772894,20.01553194257571,1.17,60079702,1.7,750,False
2021-08-20,Friday,1,22762.61762012966,10.463505856634459,32.00532640168609,1.03,60079702,1.7,750,False
2021-08-21,Saturday,5,15152.919749148794,11.960370419684946,31.801388079699613,1.05,60079702,1.7,750,False
2021-08-22,Sunday,5,14914.231773603517,5.990312851262172,39.171455419318434,1.15,60079702,1.7,750,False
2021-08-23,Monday,5,20957.073309623596,14.503974589569664,29.515733636445848,0.98,60079702,1.7,750,False
2021-08-24,Tuesday,0,22624.270507848727,14.78346503090994,37.29360945707308,1.14,60079702,1.7,750,False
2021-08-25,Wednesday,3,22231.77506718414,13.948382553435128,37.65143783011025,0.82,60079702,1.7,750,False
2021-08-26,Thursday,3,22294.486472390734,13.400958335802784,33.89371973680284,0.94,60079702,1.7,750,False
2021-08-27,Friday,6,21504.760007185472,7.47912093293862,27.362127395092678,0.84,60079702,1.7,750,False
2021-08-28,Saturday,2,16283.751517556957,13.366084649798337,24.144250669607118,1.11,60079702,1.7,750,False
2021-08-29,Sunday,1,15832.574180150128,12.59435566851193,24.238186527755296,0.83,60079702,1.7,750,False
2021-08-30,Monday,6,19943.136921082387,13.721214330237318,20.12824955148225,1.14,60079702,1.7,750,False
2021-08-31,Tuesday,6,19961.973750300967,10.96193274777611,32.10670776549743,0.88,60079702,1.7,750,False
2021-09-01,Wednesday,0,19785.855584552213,16.888188060880104,42.69790932955438,1.06,60079702,1.7,750,False
2021-09-02,Thursday,6,18516.590624034034,15.528256966659006,40.34415405483126,0.96,60079702,1.7,750,False
2021-09-03,Friday,1,19844.006193801677,19.1066437629491,48.680041981739535,0.88,60079702,1.7,750,False
2021-09-04,Saturday,4,13442.483241496811,15.073995140577953,40.96834271620445,0.96,60079702,1.7,750,False
2021-09-05,Sunday,4,13112.551067074814,18.8908516149402,46.70552925116931,1.14,60079702,1.7,750,False
2021-09-06,Monday,6,17841.67489507172,23.968502743284247,53.51830024889665,0.81,60079702,1.7,750,False
2021-09-07,Tuesday,4,17599.15270309593,21.784770239932804,50.354987473082446,0.81,60079702,1.7,750,False
2021-09-08,Wednesday,5,18561.217107068864,16.34007177498071,54.96714631907824,0.84,60079702,1.7,750,False
2021-09-09,Thursday,6,17069.60226450388,18.650784898842872,58.117819179707126,0.95,60079702,1.7,750,False
2021-09-10,Friday,4,19204.96243654561,24.80584790478219,47.83547481569804,0.87,60079702,1.7,750,False
2021-09-11,Saturday,1,13505.426405703543,20.72450683659725,45.48379163208419,1.06,60079702,1.7,750,False
2021-09-12,Sunday,1,13791.189395643265,23.230882953545574,50.975470997733524,1.01,60079702,1.7,750,False
2021-09-13,Monday,3,18399.904251634805,19.624058330735558,42.05901770565911,1.13,60079702,1.7,750,False
2021-09-14,Tuesday,2,18769.362764534584,17.150638466313783,50.13156061827261,0.81,60079702,1.7,750,False
2021-09-15,Wednesday,5,18912.403354441936,15.58535106433352,59.2254956216902,1.19,60079702,1.7,750,False
2021-09-16,Thursday,6,17646.48272875669,24.917182349827378,56.77580285553275,1.14,60079702,1.7,750,False
2021-09-17,Friday,5,17841.692370507975,18.737990446093782,58.66900357328495,1.16,60079702,1.7,750,False
2021-09-18,Saturday,5,13674.539158837508,23.680561249369468,53.68065642004615,1.1,60079702,1.7,750,False
2021-09-19,Sunday,3,13095.0,16.012532588251332,44.241346605418805,0.8,60079702,1.7,750,False
2021-09-20,Monday,1,18510.69970660945,20.71739761275845,51.28249709775017,0.88,60079702,1.7,750,False
2021-09-21,Tuesday,6,18216.829639591808,23.712806122517126,42.69774479570733,0.82,60079702,1.7,750,False
2021-09-22,Wednesday,1,19303.185524703906,17.240990838407306,59.86466239777428,0.94,60079702,1.7,750,False
2021-09-23,Thursday,0,20116.95369285387,23.066256390362568,54.16970047130858,0.85,60079702,1.7,750,False
2021-09-24,Friday,6,14114.416753311703,18.569945715475892,57.32504522853456,0.94,60079702,1.7,750,True
2021-09-25,Saturday,6,13095.0,22.972472583473618,52.991670774635715,1.03,60079702,1.7,750,False
2021-09-26,Sunday,5,13215.637839871055,16.0888382965068,57.5793487667731,0.92,60079702,1.7,750,False
2021-09-27,Monday,3,18871.628510733768,20.190698244768527,45.444351764760015,1.03,60079702,1.7,750,False
2021-09-28,Tuesday,6,17209.896267869666,17.594636260956843,41.03325680467948,1.16,60079702,1.7,750,False
2021-09-29,Wednesday,3,18671.767690936034,15.073780934905107,47.38754244274932,0.94,60079702,1.7,750,False
2021-09-30,Thursday,1,19239.812754867955,17.279799685545044,58.14766280574757,1.08,60079702,1.7,750,False
2021-10-01,Friday,3,19050.869294890148,15.694982054903571,52.56339984475757,0.97,60079702,1.7,750,False
2021-10-02,Saturday,5,13095.0,20.73578464652261,43.641563309012994,0.86,60079702,1.7,750,False
2021-10-03,Sunday,3,13345.047263416473,17.29614389935142,40.930483025325,1.12,60079702,1.7,750,False
2021-10-04,Monday,0,19924.334141324714,15.17698347358118,40.299764140902624,0.87,60079702,1.7,750,False
2021-10-05,Tuesday,2,18260.128440283046,18.99040211366908,44.05780460416698,0.9,60079702,1.7,750,False
2021-10-06,Wednesday,1,18591.310674108758,23.33496909454546,49.929339362053945,0.85,60079702,1.7,750,False
2021-10-07,Thursday,0,19120.249644744556,16.00419777790682,47.97353118894969,0.98,60079702,1.7,750,False
2021-10-08,Friday,3,17890.4213261523,18.266206595197513,56.687064671305606,0.9,60079702,1.7,750,False
2021-10-09,Saturday,5,13095.0,22.148275578226272,41.93120229947837,1.18,60079702,1.7,750,False
2021-10-10,Sunday,5,13338.435407924844,15.002243277327818,49.28924373719202,0.88,60079702,1.7,750,False
2021-10-11,Monday,0,19285.727195446627,24.457000044974095,49.064197716386886,1.09,60079702,1.7,750,False
2021-10-12,Tuesday,2,19804.636623827584,15.119785464677276,48.39866307301189,1.14,60079702,1.7,750,False
2021-10-13,Wednesday,6,18435.955121833136,19.138316073722056,59.14408024352647,1.13,60079702,1.7,750,False
2021-10-14,Thursday,5,17936.25217187956,22.82534377254886,47.76369874495143,1.17,60079702,1.7,750,False
2021-10-15,Friday,0,20093.43813134815,18.125757722015667,48.76334319084628,0.96,60079702,1.7,750,False
2021-10-16,Saturday,5,13618.977368270962,18.509445068586018,43.82234843594511,0.84,60079702,1.7,750,False
2021-10-17,Sunday,1,13716.858346391225,18.958636146358252,49.454165958105904,1.07,60079702,1.7,750,False
2021-10-18,Monday,1,20079.175513440703,16.21889299515839,54.0864931203829,1.12,60079702,1.7,750,False
2021-10-19,Tuesday,4,17618.02253592184,21.800332651112313,57.195422380493845,1.05,60079702,1.7,750,False
2021-10-20,Wednesday,0,18801.342086552875,20.890418024486586,59.99657278048879,0.85,60079702,1.7,750,False
2021-10-21,Thursday,4,19201.337772702675,21.50789624233894,55.12402543834892,0.93,60079702,1.7,750,False
2021-10-22,Friday,1,19053.349519443516,21.694130826850483,44.586172625734044,1.12,60079702,1.7,750,False
2021-10-23,Saturday,0,14992.506767863177,20.896041251384805,56.29546012146061,1.16,60079702,1.7,750,False
2021-10-24,Sunday,2,14318.406261744392,19.063854899344776,44.7511752403287,1.12,60079702,1.7,750,False
2021-10-25,Monday,4,18857.16279781953,19.404148066722826,48.32434612452912,1.0,60079702,1.7,750,False
2021-10-26,Tuesday,5,18420.459255929756,24.25968113045657,43.94568004028005,0.95,60079702,1.7,750,False
2021-10-27,Wednesday,4,18174.438149931273,20.39384314676692,58.50908366915999,1.08,60079702,1.7,750,False
2021-10-28,Thursday,1,19780.869456125798,15.288915434870642,54.647237571395095,0.99,60079702,1.7,750,False
2021-10-29,Friday,0,19845.46082195054,18.270343213829516,43.278763504720615,1.07,60079702,1.7,750,False
2021-10-30,Saturday,3,13976.44456098852,17.783012272565145,43.85210261055649,1.08,60079702,1.7,750,False
2021-10-31,Sunday,5,13556.510072994866,20.433189049023134,50.182236363872725,0.95,60079702,1.7,750,False
2021-11-01,Monday,6,17865.92697372834,23.148366257419042,43.01964582148404,1.16,60079702,1.7,750,False
2021-11-02,Tuesday,6,17758.161995441813,18.234473199093912,59.45947836892798,1.16,60079702,1.7,750,False
2021-11-03,Wednesday,3,19164.31053299999,18.29875591018224,48.844387768714384,1.18,60079702,1.7,750,False
2021-11-04,Thursday,4,17811.417700251845,22.652528305636068,48.489280349665094,1.16,60079702,1.7,750,False
2021-11-05,Friday,4,17999.731736944465,18.235902051672365,57.33622574423681,0.93,60079702,1.7,750,False
2021-11-06,Saturday,4,13706.590495750594,24.10593040740828,51.13236898024696,0.82,60079702,1.7,750,False
2021-11-07,Sunday,3,14291.648462005967,17.58781530214754,52.45037567604636,0.92,60079702,1.7,750,False
2021-11-08,Monday,1,19517.860475582045,18.01721686760181,42.979486360533095,1.15,60079702,1.7,750,False
2021-11-09,Tuesday,2,18875.495100247597,22.48546806389514,45.74041463669694,1.08,60079702,1.7,750,False
2021-11-10,Wednesday,1,20009.56026402497,16.968575848679908,51.93780817043667,0.99,60079702,1.7,750,False
2021-11-11,Thursday,1,19081.92697129166,20.265799159979704,48.990362182771946,0.9,60079702,1.7,750,False
2021-11-12,Friday,4,18280.822830648936,21.4953274985698,58.007775739845755,1.09,60079702,1.7,750,False
2021-11-13,Saturday,5,13095.0,17.735825734864214,56.47094492751988,1.13,60079702,1.7,750,False
2021-11-14,Sunday,6,13095.0,24.026668290539664,43.51503241090856,1.0,60079702,1.7,750,False
2021-11-15,Monday,3,18577.085229469598,19.177119199229587,55.360097077303735,1.03,60079702,1.7,750,False
2021-11-16,Tuesday,5,18294.0460875126,17.293977074748028,53.92025824785181,0.91,60079702,1.7,750,False
2021-11-17,Wednesday,6,17875.86055592383,17.97100425209034,46.7541140299674,0.95,60079702,1.7,750,False
2021-11-18,Thursday,4,19195.097993454336,24.06782664716946,40.38746836406725,0.86,60079702,1.7,750,False
2021-11-19,Friday,0,20035.473457907905,16.99089780236825,51.938013394380555,0.96,60079702,1.7,750,False
2021-11-20,Saturday,0,13935.271263690265,19.325705595376753,49.68029561858411,1.02,60079702,1.7,750,False
2021-11-21,Sunday,5,13770.969819709473,24.515544714518313,47.81356690659056,0.99,60079702,1.7,750,False
2021-11-22,Monday,2,19459.481500430316,24.34226640608248,57.21319942305915,0.91,60079702,1.7,750,False
2021-11-23,Tuesday,5,17533.09621017263,24.003934864846745,43.87770443496675,1.01,60079702,1.7,750,False
2021-11-24,Wednesday,6,18229.95452091246,22.36349001319156,52.592546212475675,0.91,60079702,1.7,750,False
2021-11-25,Thursday,5,17364.05579459557,22.666214821852883,48.73014971080815,0.89,60079702,1.7,750,False
2021-11-26,Friday,3,18648.3296986706,18.228294832817856,48.99187692577556,1.13,60079702,1.7,750,False
2021-11-27,Saturday,1,14375.43482703939,22.183483177356905,40.89368168621857,1.02,60079702,1.7,750,False
2021-11-28,Sunday,1,13676.912405939956,23.871194953324913,58.12297568244863,1.14,60079702,1.7,750,False
2021-11-29,Monday,5,18723.842357868063,16.846033400001133,53.19793064581309,0.85,60079702,1.7,750,False
2021-11-30,Tuesday,2,19179.256812575768,17.05397773864358,52.53095405651203,0.89,60079702,1.7,750,False
2021-12-01,Wednesday,2,18326.555967747845,23.894078624897986,69.69073394311205,0.9,60079702,1.7,750,False
2021-12-02,Thursday,6,18600.55102090139,24.272877678553463,68.03390721287693,1.01,60079702,1.7,750,False
2021-12-03,Friday,5,17270.40783635278,21.045234692203834,63.053197928540555,0.99,60079702,1.7,750,False
2021-12-04,Saturday,3,13095.0,23.611118543805887,69.13940463209329,1.17,60079702,1.7,750,False
2021-12-05,Sunday,5,13095.0,23.666909406961,74.24129351345186,0.9,60079702,1.7,750,False
2021-12-06,Monday,4,17938.944384586088,23.026900626992948,69.84915437620604,1.16,60079702,1.7,750,False
2021-12-07,Tuesday,2,19197.781546037804,26.5753505941328,73.68355258679406,0.83,60079702,1.7,750,False
2021-12-08,Wednesday,4,18817.83263441336,25.729591383272563,77.19525923959644,1.05,60079702,1.7,750,False
2021-12-09,Thursday,6,17790.440380876295,27.38707740867653,67.98274049001013,0.93,60079702,1.7,750,False
2021-12-10,Friday,1,19903.952976590248,21.809994155214863,69.06010353474056,1.09,60079702,1.7,750,False
2021-12-11,Saturday,0,14856.428698337135,20.135738734058975,72.29954167452667,0.93,60079702,1.7,750,False
2021-12-12,Sunday,6,13095.0,21.42088633269784,72.57204628117685,1.15,60079702,1.7,750,False
2021-12-13,Monday,1,19575.03375724692,21.94694283971666,72.94951306682478,0.89,60079702,1.7,750,False
2021-12-14,Tuesday,0,19328.40615032093,23.86530934141831,68.71047988069945,0.9,60079702,1.7,750,False
2021-12-15,Wednesday,0,19501.751823394137,26.115596746368023,74.3638296457974,0.83,60079702,1.7,750,False
2021-12-16,Thursday,6,14114.416753311703,26.494092024931703,65.54195730432014,1.16,60079702,1.7,750,True
2021-12-17,Friday,5,18012.792341716686,23.326410110432857,73.5820389425322,1.12,60079702,1.7,750,False
2021-12-18,Saturday,5,13371.305818901445,22.351696410622324,78.48400188256824,1.0,60079702,1.7,750,False
2021-12-19,Sunday,5,13095.0,22.12266988533338,79.12846427356484,1.19,60079702,1.7,750,False
2021-12-20,Monday,5,17880.031586486806,22.623276813499114,60.79166567321765,1.11,60079702,1.7,750,False
2021-12-21,Tuesday,4,17699.576422065642,21.610316360547007,63.95508969592024,1.17,60079702,1.7,750,False
2021-12-22,Wednesday,0,18698.39296480248,25.591501244475573,68.00178603153815,1.08,60079702,1.7,750,False
2021-12-23,Thursday,6,18077.916790916443,25.91016702274642,63.90942789192965,1.19,60079702,1.7,750,False
2021-12-24,Friday,1,19274.024774640315,25.80055630286312,74.08515488926793,1.09,60079702,1.7,750,False
2021-12-25,Saturday,6,13400.650182912053,23.28652899011181,72.08812483356978,0.93,60079702,1.7,750,True
2021-12-26,Sunday,2,14447.973861298422,23.32726000076341,73.18222078878857,0.9,60079702,1.7,750,True
2021-12-27,Monday,2,19425.66790749113,24.92892521350945,73.79769502175418,0.85,60079702,1.7,750,False
2021-12-28,Tuesday,6,18026.08391480689,21.79894470454526,62.76776261170679,1.04,60079702,1.7,750,False
2021-12-29,Wednesday,5,18855.51017584334,25.904883541467974,67.8599362850782,1.14,60079702,1.7,750,False
2021-12-30,Thursday,4,17882.33340146575,26.67339878322864,78.93614801250415,1.01,60079702,1.7,750,False
2021-12-31,Friday,5,18735.011937917796,27.660030256562422,79.9438139983302,1.07,60079702,1.7,750,False
2022-01-01,Saturday,2,14528.89834382938,23.70542085217513,65.60810065384959,1.14,60860739,2.4,1000,True
2022-01-02,Sunday,4,14163.61016581166,22.861510411544447,69.8397404342525,1.18,60860739,2.4,1000,False
2022-01-03,Monday,0,20505.06554774381,23.77198664504369,67.35689493605474,0.82,60860739,2.4,1000,False
2022-01-04,Tuesday,6,19526.15447344921,22.216954440215183,64.35866616655267,1.08,60860739,2.4,1000,False
2022-01-05,Wednesday,2,21057.85720898336,22.59756445061152,67.66210304361655,0.85,60860739,2.4,1000,False
2022-01-06,Thursday,3,19281.287854227136,20.916275568762778,68.79680636298303,0.91,60860739,2.4,1000,False
2022-01-07,Friday,1,19785.674093246977,26.962132870521568,66.00690232112545,1.12,60860739,2.4,1000,False
2022-01-08,Saturday,3,14312.245464150454,22.93893204864429,79.37498632757493,1.11,60860739,2.4,1000,False
2022-01-09,Sunday,6,14060.761434439984,25.56581070870168,73.36471096471925,1.07,60860739,2.4,1000,False
2022-01-10,Monday,3,20480.797114951616,21.007979987113753,73.74729009770881,1.1,60860739,2.4,1000,False
2022-01-11,Tuesday,4,19470.698057083686,22.508721189148027,78.88606222081931,1.02,60860739,2.4,1000,False
2022-01-12,Wednesday,2,19523.609324156012,20.760774161381285,79.65582221106618,1.2,60860739,2.4,1000,False
2022-01-13,Thursday,0,20047.458746003544,20.615829624839133,68.10378081985702,0.81,60860739,2.4,1000,False
2022-01-14,Friday,0,20239.00616533098,20.219992400840308,65.60407407994273,0.88,60860739,2.4,1000,False
2022-01-15,Saturday,6,13167.107305196283,24.707212044124567,68.70860243227365,0.83,60860739,2.4,1000,False
2022-01-16,Sunday,5,13535.930377736122,24.76043294355487,61.266296189807335,0.89,60860739,2.4,1000,False
2022-01-17,Monday,6,18524.83847814578,25.365953171195045,64.68466266693748,1.12,60860739,2.4,1000,False
2022-01-18,Tuesday,6,18887.32595712988,24.700956788160674,67.92574938502466,1.14,60860739,2.4,1000,False
2022-01-19,Wednesday,3,20677.53962000549,22.106579980146215,78.17133137352914,1.17,60860739,2.4,1000,False
2022-01-20,Thursday,5,19287.782108537067,24.04193484503256,72.37724827456825,0.93,60860739,2.4,1000,False
2022-01-21,Friday,1,20652.288426529827,26.067910208320658,79.29986735230811,0.93,60860739,2.4,1000,False
2022-01-22,Saturday,5,13605.428396953914,21.662603784809786,78.3772611133727,1.08,60860739,2.4,1000,False
2022-01-23,Sunday,5,13551.599426440067,23.09448636461956,72.19768197483471,1.0,60860739,2.4,1000,False
2022-01-24,Monday,2,20173.299422455046,23.787936039117152,61.213361842665805,0.88,60860739,2.4,1000,False
2022-01-25,Tuesday,6,19677.194142741657,25.923878376340667,74.8309323108763,0.93,60860739,2.4,1000,False
2022-01-26,Wednesday,2,20347.252193094162,27.47060734765245,79.95379023638625,1.12,60860739,2.4,1000,False
2022-01-27,Thursday,3,19775.24846332324,23.433334220751085,70.0099895550532,1.2,60860739,2.4,1000,False
2022-01-28,Friday,2,20158.199130906476,27.07537645943913,69.76573814165816,0.86,60860739,2.4,1000,False
2022-01-29,Saturday,3,14797.981616984915,23.416172972494852,72.26897609091411,1.0,60860739,2.4,1000,False
2022-01-30,Sunday,4,14226.937270352073,27.537306745884994,64.58611335021465,1.18,60860739,2.4,1000,False
2022-01-31,Monday,6,18086.251924251414,23.425654950029795,73.69492564038403,0.88,60860739,2.4,1000,False
2022-02-01,Tuesday,0,20962.541921410546,22.742309936400588,72.46660672455403,0.95,60860739,2.4,1000,False
2022-02-02,Wednesday,1,20492.295471689085,25.72501454102982,76.6242669240756,0.92,60860739,2.4,1000,False
2022-02-03,Thursday,2,19375.9299761415,22.370109247683345,66.59939981167967,1.05,60860739,2.4,1000,False
2022-02-04,Friday,5,18603.43052254293,27.280176207800366,62.89833473834932,1.17,60860739,2.4,1000,False
2022-02-05,Saturday,4,13679.617151124232,26.148885480065836,79.78256413458719,0.99,60860739,2.4,1000,False
2022-02-06,Sunday,6,13733.430742489349,23.6715196925959,62.01821941237544,0.87,60860739,2.4,1000,False
2022-02-07,Monday,2,20954.3330978053,27.568410575023293,66.06909237161726,0.99,60860739,2.4,1000,False
2022-02-08,Tuesday,4,19076.096352152756,22.786395427718485,74.49548970356807,1.11,60860739,2.4,1000,False
2022-02-09,Wednesday,0,20338.09651193308,26.07106403191963,72.03512547857756,1.06,60860739,2.4,1000,False
